id,title,genres,language,user_score,runtime_hour,runtime_min,release_date,vote_count,director,top_billed,budget_usd,revenue_usd
126,Violet Evergarden: Eternity and the Auto Memory Doll,"Drama, Fantasy, Animation",ja,8.2,1,31,2019-09-06,363,Taichi Ishidate,"Yui Ishikawa, Minako Kotobuki, Aoi Yuki, Koki Uchiyama, Takehito Koyasu",0.0,10841702.0
127,Doctor Who: The Day of the Doctor,"Science Fiction, Adventure",en,8.2,1,17,2013-11-23,744,Nick Hurran,"Matt Smith, David Tennant, John Hurt, Jenna Coleman, Billie Piper",0.0,10000000.0
128,The Art of Racing in the Rain,"Drama, Romance",en,8.2,1,49,2019-08-08,1471,Simon Curtis,"Kevin Costner, Milo Ventimiglia, Jackie Minns, Marcus Hondro, Ian Lake",18000000.0,33800000.0
129,The Seventh Seal,"Fantasy, Drama",sv,8.2,1,36,1957-02-16,2965,Ingmar Bergman,"Max von Sydow, Bengt Ekerot, Gunnar Björnstrand, Nils Poppe, Bibi Andersson",0.0,0.0
130,Michael Jackson's Thriller,"Horror, Music, Mystery",en,8.2,0,14,1983-11-14,675,John Landis,"Michael Jackson, Ola Ray, Vincent Price, Cynthia Garris, Tiana Davidson 'Thelma' Davis",1100000.0,0.0
131,The Usual Suspects,"Drama, Crime, Thriller",en,8.2,1,46,1995-07-19,10317,Bryan Singer,"Stephen Baldwin, Gabriel Byrne, Benicio del Toro, Kevin Pollak, Kevin Spacey",6000000.0,23300000.0
132,Hamilton,"History, Drama",en,8.2,2,40,2020-07-03,1402,Thomas Kail,"Lin-Manuel Miranda, Leslie Odom Jr., Renée Elise Goldsberry, Phillipa Soo, Daveed Diggs",0.0,0.0
133,Django Unchained,"Drama, Western",en,8.2,2,45,2012-12-25,26140,Quentin Tarantino,"Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Kerry Washington, Samuel L. Jackson",100000000.0,425368238.0
134,Memento,"Mystery, Thriller",en,8.2,1,53,2000-10-11,14787,Christopher Nolan,"Guy Pearce, Carrie-Anne Moss, Joe Pantoliano, Mark Boone Junior, Russ Fega",9000000.0,40047236.0
135,Investigation of a Citizen Above Suspicion,"Drama, Thriller",it,8.2,1,51,1970-10-16,767,Elio Petri,"Gian Maria Volonté, Florinda Bolkan, Gianni Santuccio, Orazio Orlando, Sergio Tramonti",0.0,0.0
136,Tokyo Story,Drama,ja,8.2,2,17,1953-11-03,1049,Yasujirō Ozu,"Chishū Ryū, Chieko Higashiyama, Setsuko Hara, Haruko Sugimura, Sō Yamamura",0.0,0.0
137,Persona,Drama,sv,8.2,1,23,1966-10-18,2129,Ingmar Bergman,"Bibi Andersson, Liv Ullmann, Margaretha Krook, Gunnar Björnstrand, Jörgen Lindström",0.0,0.0
138,My Mom Is a Character 3,Comedy,pt,8.2,1,51,2019-12-26,472,Susana Garcia,"Paulo Gustavo, Mariana Xavier, Rodrigo Pandolfo, Herson Capri, Samantha Schmütz",2000000.0,39273021.0
139,The Kid,"Comedy, Drama",en,8.2,1,8,1921-01-21,2089,Charlie Chaplin,"Charlie Chaplin, Jackie Coogan, Carl Miller, Edna Purviance, Albert Austin",250000.0,2500000.0
140,Jujutsu Kaisen 0,"Animation, Action, Fantasy",ja,8.2,1,45,2021-12-24,1390,Sunghoo Park,"Megumi Ogata, Kana Hanazawa, Yuichi Nakamura, Takahiro Sakurai, Mikako Komatsu",0.0,195870885.0
141,Steven Universe: The Movie,"TV Movie, Animation, Adventure, Comedy, Fantasy, Music",en,8.2,1,22,2019-10-07,773,Rebecca Sugar,"Zach Callison, Deedee Magno, Estelle, Michaela Dietz, Sarah Stiles",0.0,0.0
142,My Hero Academia: Heroes Rising,"Animation, Action, Fantasy, Adventure",ja,8.2,1,44,2019-12-20,1160,Kenji Nagasaki,"Daiki Yamashita, Nobuhiko Okamoto, Yoshio Inoue, Mio Imada, Yuka Terasaki",0.0,30017163.0
143,Scarface,"Action, Crime, Drama",en,8.2,2,49,1983-12-09,11763,Brian De Palma,"Al Pacino, Steven Bauer, Michelle Pfeiffer, Mary Elizabeth Mastrantonio, Robert Loggia",25000000.0,66023329.0
144,The Departed,"Drama, Thriller, Crime",en,8.2,2,31,2006-10-04,14805,Martin Scorsese,"Leonardo DiCaprio, Matt Damon, Jack Nicholson, Mark Wahlberg, Martin Sheen",90000000.0,291465000.0
145,Vertigo,"Mystery, Romance, Thriller",en,8.2,2,8,1958-05-28,5705,Alfred Hitchcock,"James Stewart, Kim Novak, Barbara Bel Geddes, Tom Helmore, Henry Jones",2479000.0,7808900.0
146,Green Snake,"Animation, Fantasy, Action, Adventure",zh,8.2,2,11,2021-07-23,301,Amp Wong,"Tang Xiaoxi, Zhang Fuzheng, Wei Chao, Zhao Mingzhou, Zheng Xiaopu",0.0,87212911.0
147,Silenced,Drama,ko,8.2,2,5,2011-09-22,626,Hwang Dong-hyuk,"Gong Yoo, Jung Yu-mi, Kim Hyun-soo, Jung In-seo, Baek Seung-hwan",2200000.0,31500000.0
148,Capernaum,Drama,ar,8.2,2,6,2018-09-20,1685,Nadine Labaki,"Zain Al Rafeea, Yordanos Shifera, Boluwatife Treasure Bankole, Kawsar Al Haddad, Fadi Kamel Yousef",4000000.0,64978931.0
149,Good Will Hunting,Drama,en,8.2,2,7,1997-12-05,12293,Gus Van Sant,"Matt Damon, Robin Williams, Ben Affleck, Stellan Skarsgård, Minnie Driver",10000000.0,225900000.0
150,Casablanca,"Drama, Romance",en,8.2,1,42,1943-01-15,5414,Michael Curtiz,"Humphrey Bogart, Ingrid Bergman, Paul Henreid, Claude Rains, Conrad Veidt",878000.0,10462500.0
151,8½,Drama,it,8.2,2,19,1963-02-14,2260,Federico Fellini,"Marcello Mastroianni, Anouk Aimée, Sandra Milo, Claudia Cardinale, Rossella Falk",0.0,0.0
152,Alien,"Horror, Science Fiction",en,8.2,1,57,1979-05-25,14701,Ridley Scott,"Tom Skerritt, Sigourney Weaver, Veronica Cartwright, Harry Dean Stanton, John Hurt",11000000.0,104931801.0
153,Stalker,"Science Fiction, Drama",ru,8.2,2,42,1979-05-25,2147,Andrei Tarkovsky,"Aleksandr Kaydanovskiy, Anatoliy Solonitsyn, Nikolay Grinko, Alisa Freyndlikh, Natalya Abramova",120000.0,0.0
154,The Shop Around the Corner,"Comedy, Drama, Romance",en,8.2,1,39,1940-01-12,713,Ernst Lubitsch,"James Stewart, Margaret Sullavan, Frank Morgan, Joseph Schildkraut, Sara Haden",0.0,0.0
155,Singin' in the Rain,"Comedy, Romance",en,8.2,1,43,1952-04-09,3115,Stanley Donen,"Gene Kelly, Donald O'Connor, Debbie Reynolds, Jean Hagen, Millard Mitchell",2540800.0,7200000.0
156,Dune: Part Two,"Science Fiction, Adventure",en,8.2,2,47,2024-02-27,5531,Denis Villeneuve,"Timothée Chalamet, Zendaya, Rebecca Ferguson, Javier Bardem, Josh Brolin",190000000.0,711844359.0
157,There's Still Tomorrow,"Drama, Comedy, War",it,8.2,1,58,2023-10-26,1203,Paola Cortellesi,"Paola Cortellesi, Valerio Mastandrea, Romana Maggiora Vergano, Emanuela Fanelli, Giorgio Colangeli",9000000.0,49245771.0
158,Togo,"Adventure, Family",en,8.2,1,53,2019-12-20,1995,Ericson Core,"Willem Dafoe, Julianne Nicholson, Christopher Heyerdahl, Richard Dormer, Adrien Dorval",0.0,0.0
159,Joker,"Crime, Thriller, Drama",en,8.1,2,2,2019-10-01,25627,Todd Phillips,"Joaquin Phoenix, Robert De Niro, Zazie Beetz, Frances Conroy, Brett Cullen",55000000.0,1078958629.0
160,20th Century Girl,"Romance, Drama",ko,8.1,1,59,2022-10-06,684,Bang Woo-ri,"Kim You-jung, Byeon Woo-seok, Park Jung-woo, Roh Yoon-seo, Kim Sung-kyung",0.0,0.0
161,Zack Snyder's Justice League,"Action, Adventure, Fantasy",en,8.1,4,2,2021-03-18,9945,Zack Snyder,"Ben Affleck, Henry Cavill, Gal Gadot, Ray Fisher, Jason Momoa",70000000.0,0.0
162,Piper,"Family, Animation",en,8.1,0,6,2016-06-16,1611,Alan Barillaro,0,0.0,0.0
163,The Truman Show,"Comedy, Drama",en,8.1,1,43,1998-06-04,18251,Peter Weir,"Jim Carrey, Laura Linney, Noah Emmerich, Natascha McElhone, Holland Taylor",60000000.0,264100000.0
164,Innocent Voices,"Drama, War",es,8.1,2,0,2005-01-28,480,Luis Mandoki,"Carlos Padilla, Xuna Primus, Leonor Varela, José María Yázpik, Gustavo Muñoz",0.0,837000.0
165,Taxi Driver,"Crime, Drama",en,8.1,1,54,1976-02-09,12196,Martin Scorsese,"Robert De Niro, Jodie Foster, Cybill Shepherd, Harvey Keitel, Peter Boyle",1900000.0,28579636.0
166,Scenes from a Marriage,"Drama, Romance",sv,8.1,2,49,1974-09-15,345,Ingmar Bergman,"Liv Ullmann, Erland Josephson, Bibi Andersson, Jan Malmsjö, Gunnel Lindblom",150000.0,0.0
167,Bound by Honor,"Crime, Action, Drama, Thriller",en,8.1,3,0,1993-02-05,1319,Taylor Hackford,"Damian Chapa, Jesse Borrego, Benjamin Bratt, Enrique Castillo, Victor Rivers",35000000.0,4500000.0
168,Wild Strawberries,Drama,sv,8.1,1,31,1957-08-28,1614,Ingmar Bergman,"Victor Sjöström, Bibi Andersson, Ingrid Thulin, Gunnar Björnstrand, Jullan Kindahl",0.0,0.0
169,Palmer,Drama,en,8.1,1,50,2021-01-28,1593,Fisher Stevens,"Justin Timberlake, Ryder Allen, Juno Temple, Alisha Wainwright, June Squibb",0.0,0.0
170,Wonder,"Drama, Family",en,8.1,1,53,2017-11-13,7825,Stephen Chbosky,"Jacob Tremblay, Julia Roberts, Owen Wilson, Izabela Vidovic, Noah Jupe",20000000.0,315025930.0
171,My Friends,Comedy,it,8.1,2,20,1975-10-24,691,Mario Monicelli,"Ugo Tognazzi, Gastone Moschin, Philippe Noiret, Duilio Del Prete, Adolfo Celi",0.0,0.0
172,Call Me by Your Name,"Romance, Drama",en,8.1,2,12,2017-07-28,12024,Luca Guadagnino,"Armie Hammer, Timothée Chalamet, Michael Stuhlbarg, Amira Casar, Esther Garrel",3500000.0,43143046.0
173,Along with the Gods: The Last 49 Days,"Action, Adventure, Fantasy, Thriller",ko,8.1,2,21,2018-08-01,661,Kim Yong-hwa,"Ha Jung-woo, Ju Ji-hoon, Kim Hyang-gi, Ma Dong-seok, Kim Dong-wook",18300000.0,112790210.0
174,Full Metal Jacket,"Drama, War",en,8.1,1,57,1987-06-26,10416,Stanley Kubrick,"Matthew Modine, Adam Baldwin, Vincent D'Onofrio, R. Lee Ermey, Dorian Harewood",30000000.0,46357676.0
175,The Hate U Give,"Crime, Drama",en,8.1,2,13,2018-10-19,2110,George Tillman Jr.,"Amandla Stenberg, Regina Hall, Russell Hornsby, K.J. Apa, Common",23000000.0,34934009.0
176,Soul,"Animation, Family, Comedy, Fantasy",en,8.1,1,41,2020-12-25,10396,Pete Docter,"Jamie Foxx, Tina Fey, Graham Norton, Rachel House, Alice Braga",150000000.0,121977511.0
177,The Father,Drama,en,8.1,1,37,2020-12-23,3164,Florian Zeller,"Anthony Hopkins, Olivia Colman, Mark Gatiss, Olivia Williams, Imogen Poots",6000000.0,21029340.0
178,Reservoir Dogs,"Crime, Thriller",en,8.1,1,39,1992-09-02,14226,Quentin Tarantino,"Harvey Keitel, Tim Roth, Michael Madsen, Chris Penn, Steve Buscemi",1200000.0,2859750.0
179,Better Days,"Drama, Romance, Thriller, Crime",zh,8.1,2,15,2019-10-25,439,Derek Tsang,"Zhou Dongyu, Jackson Yee, Yin Fang, Huang Jue, Wu Yue",0.0,225879065.0
180,Terminator 2: Judgment Day,"Action, Thriller, Science Fiction",en,8.1,2,17,1991-07-03,12809,James Cameron,"Arnold Schwarzenegger, Linda Hamilton, Edward Furlong, Robert Patrick, Earl Boen",102000000.0,520000000.0
181,The Great War,"Comedy, War, Drama",it,8.1,2,17,1959-10-28,340,Mario Monicelli,"Vittorio Gassman, Alberto Sordi, Silvana Mangano, Folco Lulli, Bernard Blier",0.0,0.0
182,Metropolis,"Drama, Science Fiction",de,8.1,2,28,1927-02-06,2737,Fritz Lang,"Gustav Fröhlich, Brigitte Helm, Alfred Abel, Rudolf Klein-Rogge, Theodor Loos",5300000.0,1350322.0
183,"Lock, Stock and Two Smoking Barrels","Comedy, Crime",en,8.1,1,45,1998-08-28,6540,Guy Ritchie,"Vinnie Jones, Jason Flemyng, Dexter Fletcher, Nick Moran, Jason Statham",1350000.0,28356188.0
184,Purple Hearts,"Romance, Drama",en,8.1,2,2,2022-07-29,2515,Elizabeth Allen Rosenbaum,"Sofia Carson, Nicholas Galitzine, John Harlan Kim, Chosen Jacobs, Anthony Ippolito",0.0,0.0
185,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"Comedy, War",en,8.1,1,35,1964-01-29,5587,Stanley Kubrick,"Peter Sellers, George C. Scott, Sterling Hayden, Keenan Wynn, Slim Pickens",1800000.0,9500000.0
186,Central Station,Drama,pt,8.1,1,53,1998-11-20,886,Walter Salles,"Fernanda Montenegro, Vinícius de Oliveira, Marília Pêra, Othon Bastos, Otávio Augusto",2900000.0,5596708.0
187,"“The Shorts” by Aldo, Giovanni and Giacomo",Comedy,it,8.1,2,0,1996-03-29,345,Arturo Brachetti,"Aldo Baglio, Giacomo Poretti, Giovanni Storti, Marina Massironi",0.0,0.0
188,In the Mood for Love,"Drama, Romance",cn,8.1,1,38,2000-09-29,2698,Wong Kar-wai,"Tony Leung Chiu-wai, Maggie Cheung, Rebecca Pan, Kelly Lai Chen, Siu Ping-lam",150000.0,14204632.0
189,The Invisible Guest,"Drama, Mystery, Thriller",es,8.1,1,47,2017-01-06,4502,Oriol Paulo,"Mario Casas, Ana Wagener, Jose Coronado, Bárbara Lennie, Francesc Orella",4000000.0,30000000.0
190,Double Indemnity,"Crime, Thriller",en,8.1,1,47,1944-07-06,1780,Billy Wilder,"Fred MacMurray, Barbara Stanwyck, Edward G. Robinson, Porter Hall, Richard Gaines",927262.0,2500000.0
191,Portrait of a Lady on Fire,"Drama, Romance, History",fr,8.1,2,1,2019-09-18,2527,Céline Sciamma,"Noémie Merlant, Adèle Haenel, Luàna Bajrami, Valeria Golino, Christel Baras",5740000.0,9923127.0
192,Incendies,"Drama, War, Mystery",fr,8.1,2,11,2010-09-17,2712,Denis Villeneuve,"Lubna Azabal, Mélissa Désormeaux-Poulin, Maxim Gaudette, Rémy Girard, Allen Altman",6800000.0,6788659.0
193,"Paris, Texas",Drama,en,8.1,2,25,1984-07-16,1829,Wim Wenders,"Harry Dean Stanton, Nastassja Kinski, Dean Stockwell, Hunter Carson, Aurore Clément",1750000.0,2181987.0
194,Sansho the Bailiff,Drama,ja,8.1,2,4,1954-03-31,369,Kenji Mizoguchi,"Kinuyo Tanaka, Yoshiaki Hanayagi, Kyōko Kagawa, Eitarō Shindō, Ichirō Sugai",0.0,0.0
195,Transformers One,"Animation, Science Fiction, Adventure, Family",en,8.1,1,44,2024-09-11,611,Josh Cooley,"Chris Hemsworth, Brian Tyree Henry, Scarlett Johansson, Keegan-Michael Key, Jon Hamm",75000000.0,124530200.0
196,New Gods: Nezha Reborn,"Animation, Action, Fantasy",zh,8.1,1,56,2021-02-06,412,Zhao Ji,"Yang Tianxiang, Zhang He, Xuan Xiaoming, Li Shimeng, Keer Zhu",0.0,0.0
197,Mortal Kombat Legends: Scorpion's Revenge,"Animation, Action, Fantasy",en,8.1,1,20,2020-04-12,1370,Ethan Spaulding,"Patrick Seitz, Jordan Rodrigues, Jennifer Carpenter, Joel McHale, Ike Amadi",0.0,0.0
198,Big Deal on Madonna Street,"Comedy, Crime",it,8.1,1,46,1958-07-26,693,Mario Monicelli,"Vittorio Gassman, Renato Salvatori, Memmo Carotenuto, Rossana Rory, Carla Gravina",0.0,0.0
199,The Tale of The Princess Kaguya,"Animation, Drama, Fantasy",ja,8.1,2,17,2013-11-23,1768,Isao Takahata,"Aki Asakura, Takeo Chii, Nobuko Miyamoto, Kengo Kora, Atsuko Takahata",49300000.0,24366656.0
200,All About Eve,Drama,en,8.1,2,19,1950-11-09,1516,Joseph L. Mankiewicz,"Bette Davis, Anne Baxter, George Sanders, Celeste Holm, Gary Merrill",1400000.0,8400000.0
201,Some Like It Hot,"Comedy, Romance, Crime",en,8.1,2,2,1959-03-19,3441,Billy Wilder,"Tony Curtis, Jack Lemmon, Marilyn Monroe, George Raft, Pat O’Brien",2883848.0,25000000.0
202,Eternal Sunshine of the Spotless Mind,"Science Fiction, Drama, Romance",en,8.1,1,48,2004-03-19,14866,Michel Gondry,"Jim Carrey, Kate Winslet, Kirsten Dunst, Mark Ruffalo, Elijah Wood",20000000.0,72258126.0
203,Prisoners,"Drama, Thriller, Crime",en,8.1,2,33,2013-09-19,11700,Denis Villeneuve,"Hugh Jackman, Jake Gyllenhaal, Viola Davis, Maria Bello, Terrence Howard",46000000.0,122126687.0
204,The Hunt,Drama,da,8.1,1,56,2012-06-13,4153,Thomas Vinterberg,"Mads Mikkelsen, Thomas Bo Larsen, Annika Wedderkopp, Lasse Fogelstrøm, Susse Wold",3800000.0,18300000.0
205,Red Beard,Drama,ja,8.1,3,5,1965-04-03,351,Akira Kurosawa,"Toshirō Mifune, Yūzō Kayama, Tsutomu Yamazaki, Reiko Dan, Miyuki Kuwano",0.0,0.0
206,Yojimbo,"Drama, Thriller",ja,8.1,1,50,1961-04-25,1436,Akira Kurosawa,"Toshirō Mifune, Tatsuya Nakadai, Yōko Tsukasa, Isuzu Yamada, Daisuke Katō",0.0,0.0
207,Harry Potter and the Deathly Hallows: Part 2,"Fantasy, Adventure",en,8.1,2,10,2011-07-12,20460,David Yates,"Daniel Radcliffe, Emma Watson, Rupert Grint, Ralph Fiennes, Alan Rickman",125000000.0,1341511219.0
208,WALL·E,"Animation, Family, Science Fiction",en,8.1,1,38,2008-06-22,18690,Andrew Stanton,"Ben Burtt, Elissa Knight, Jeff Garlin, Fred Willard, John Ratzenberger",180000000.0,521311860.0
209,La Haine,Drama,fr,8.1,1,38,1995-05-31,4014,Mathieu Kassovitz,"Vincent Cassel, Hubert Koundé, Saïd Taghmaoui, Abdel Ahmed Ghili, Solo",2600000.0,15300000.0
210,The Best of Youth,"Drama, History, Romance",it,8.1,6,7,2003-06-22,526,Marco Tullio Giordana,"Luigi Lo Cascio, Alessio Boni, Adriana Asti, Sonia Bergamasco, Fabrizio Gifuni",0.0,2693053.0
211,Children of Paradise,"Drama, Romance",fr,8.1,3,10,1945-03-15,407,Marcel Carné,"Arletty, Jean-Louis Barrault, Pierre Brasseur, Marcel Herrand, María Casares",0.0,0.0
212,"Miraculous World: New York, United HeroeZ","Animation, TV Movie, Fantasy, Action",fr,8.1,1,1,2020-09-25,1086,Thomas Astruc,"Annouck Hautbois, Benjamin Bollen, Antoine Tomé, Fanny Bloc, Thierry Kazazian",0.0,0.0
213,KONOSUBA – God's blessing on this wonderful world! Legend of Crimson,"Animation, Adventure, Comedy, Fantasy",ja,8.1,1,30,2019-08-30,542,Takaomi Kanasaki,"Jun Fukushima, Rie Takahashi, Sora Amamiya, Ai Kayano, Yui Horie",0.0,0.0
214,La Dolce Vita,"Comedy, Drama",it,8.1,2,56,1960-02-05,1840,Federico Fellini,"Marcello Mastroianni, Anita Ekberg, Anouk Aimée, Yvonne Furneaux, Magali Noël",0.0,19647000.0
215,Guillermo del Toro's Pinocchio,"Animation, Fantasy, Drama",en,8.1,1,57,2022-11-09,2886,Mark Gustafson,"Ewan McGregor, David Bradley, Gregory Mann, Burn Gorman, Ron Perlman",35000000.0,0.0
216,Along with the Gods: The Two Worlds,"Action, Adventure, Drama, Fantasy, Thriller",ko,8.1,2,19,2017-12-20,1034,Kim Yong-hwa,"Ha Jung-woo, Cha Tae-hyun, Ju Ji-hoon, Kim Hyang-gi, Lee Jung-jae",18300000.0,125983972.0
217,Das Boot,"Drama, History, War",de,8.1,2,30,1981-09-17,2196,Wolfgang Petersen,"Jürgen Prochnow, Herbert Grönemeyer, Klaus Wennemann, Hubertus Bengsch, Martin Semmelrogge",14000000.0,85000000.0
218,M,"Drama, Thriller, Crime",de,8.1,1,51,1931-05-11,2162,Fritz Lang,"Peter Lorre, Ellen Widmann, Inge Landgut, Otto Wernicke, Theodor Loos",0.0,35274.0
219,Rashomon,"Crime, Drama, Mystery",ja,8.1,1,28,1950-08-26,2196,Akira Kurosawa,"Toshirō Mifune, Machiko Kyō, Takashi Shimura, Masayuki Mori, Minoru Chiaki",250000.0,117668.0
220,Oppenheimer,"Drama, History",en,8.1,3,1,2023-07-19,9207,Christopher Nolan,"Cillian Murphy, Emily Blunt, Matt Damon, Robert Downey Jr., Florence Pugh",100000000.0,952000000.0
221,There Will Be Blood,Drama,en,8.1,2,38,2007-12-26,6563,Paul Thomas Anderson,"Daniel Day-Lewis, Paul Dano, Kevin J. O'Connor, Ciarán Hinds, Dillon Freasier",25000000.0,77208711.0
222,A Taxi Driver,"Action, Drama, History",ko,8.1,2,18,2017-08-02,971,Jang Hoon,"Song Kang-ho, Thomas Kretschmann, Yoo Hai-jin, Ryu Jun-yeol, Park Hyeok-kwon",12820005.0,81927980.0
223,Prayers for Bobby,"Drama, History, TV Movie",en,8.1,1,29,2009-01-24,577,Russell Mulcahy,"Ryan Kelley, Sigourney Weaver, Henry Czerny, Dan Butler, Austin Nichols",0.0,0.0
224,Believe Me: The Abduction of Lisa McVey,"Drama, TV Movie, Crime",en,8.1,1,38,2018-09-30,615,Jim Donovan,"Katie Douglas, David James Elliott, Rossif Sutherland, Amanda Arcuri, Chris Owens",0.0,0.0
225,Pride & Prejudice,"Drama, Romance",en,8.1,2,7,2005-09-16,7994,Joe Wright,"Keira Knightley, Matthew Macfadyen, Brenda Blethyn, Donald Sutherland, Tom Hollander",28000000.0,121600000.0
226,2001: A Space Odyssey,"Science Fiction, Mystery, Adventure",en,8.1,2,29,1968-04-02,11461,Stanley Kubrick,"Keir Dullea, Gary Lockwood, William Sylvester, Douglas Rain, Daniel Richter",12000000.0,71923560.0
227,Far from the Tree,"Animation, Family",en,8.1,0,7,2021-11-24,366,Natalie Nourigat,0,0.0,0.0
228,Lion,Drama,en,8.1,1,58,2016-11-24,6513,Garth Davis,"Dev Patel, Rooney Mara, David Wenham, Nicole Kidman, Abhishek Bharate",12000000.0,140312928.0
229,Sherlock Jr.,"Action, Comedy, Mystery",en,8.1,0,45,1924-04-17,981,Buster Keaton,"Buster Keaton, Kathryn McGuire, Joe Keaton, Erwin Connelly, Ward Crane",0.0,0.0
230,Robot Dreams,"Animation, Drama, Comedy, Science Fiction",es,8.1,1,42,2023-12-06,540,Pablo Berger,"Ivan Labanda, Tito Trifol, Rafa Calvo, José García Tos, José Luis Mediavilla",5300000.0,4656348.0
231,Me Against You: Mr. S's Vendetta,"Family, Fantasy",it,8.1,1,4,2020-01-17,466,Gianluca Leuzzi,"Sofia Scalia, Luigi Calagna, Antonella Carone, Michele Savoia, Giustina Buonomo",75000.0,9500000.0
232,My Neighbor Totoro,"Fantasy, Animation, Family",ja,8.1,1,26,1988-04-16,7919,Hayao Miyazaki,"Noriko Hidaka, Chika Sakamoto, Hitoshi Takagi, Shigesato Itoi, Sumi Shimamoto",3700000.0,41000000.0
233,"Three Billboards Outside Ebbing, Missouri","Crime, Drama",en,8.1,1,55,2017-12-01,10042,Martin McDonagh,"Frances McDormand, Woody Harrelson, Sam Rockwell, Lucas Hedges, Abbie Cornish",15000000.0,162729321.0
234,Ayla: The Daughter of War,"Drama, War, History",tr,8.1,2,4,2017-10-27,352,Can Ulkay,"İsmail Hacıoğlu, Kim Seol, Çetin Tekindor, Ali Atay, Murat Yildirim",4200000.0,21107423.0
235,Ran,"Action, Drama, History",ja,8.1,2,40,1985-06-01,1529,Akira Kurosawa,"Tatsuya Nakadai, Akira Terao, Jinpachi Nezu, Daisuke Ryū, Mieko Harada",11500005.0,11859533.0
236,A Dog's Journey,"Family, Adventure, Drama",en,8.1,1,49,2019-05-03,1494,Gail Mancuso,"Marg Helgenberger, Betty Gilpin, Henry Lau, Kathryn Prescott, Dennis Quaid",16000000.0,78871079.0
237,The Thing,"Horror, Mystery, Science Fiction",en,8.1,1,49,1982-06-25,6937,John Carpenter,"Kurt Russell, Keith David, Wilford Brimley, T.K. Carter, David Clennon",15000000.0,19629760.0
238,A Special Day,"Drama, Romance",it,8.1,1,46,1977-08-11,657,Ettore Scola,"Sophia Loren, Marcello Mastroianni, John Vernon, Françoise Berd, Patrizia Basso",0.0,0.0
239,Memories of Murder,"Crime, Drama, Thriller",ko,8.1,2,11,2003-05-02,3783,Bong Joon-ho,"Song Kang-ho, Kim Sang-kyung, Kim Roi-ha, Song Jae-ho, Byun Hee-bong",2800000.0,26000000.0
240,Hidden Figures,"Drama, History",en,8.1,2,7,2016-12-10,9666,Theodore Melfi,"Taraji P. Henson, Octavia Spencer, Janelle Monáe, Kevin Costner, Kirsten Dunst",25000000.0,236000000.0
241,Hidden Figures,"Drama, History",en,8.1,2,7,2016-12-10,9666,Theodore Melfi,"Taraji P. Henson, Octavia Spencer, Janelle Monáe, Kevin Costner, Kirsten Dunst",25000000.0,236000000.0
242,Judgment at Nuremberg,"Drama, History",en,8.1,3,11,1961-12-18,774,Stanley Kramer,"Spencer Tracy, Richard Widmark, Maximilian Schell, Burt Lancaster, Marlene Dietrich",3000000.0,10000000.0
243,The Grand Budapest Hotel,"Comedy, Drama",en,8.0,1,40,2014-02-26,14719,Wes Anderson,"Ralph Fiennes, F. Murray Abraham, Mathieu Amalric, Adrien Brody, Willem Dafoe",30000000.0,174600318.0
244,Elite Squad,"Drama, Action, Crime",pt,8.0,1,55,2007-10-12,2388,José Padilha,"Wagner Moura, André Ramiro, Caio Junqueira, Milhem Cortaz, Fernanda Machado",4000000.0,14759148.0
245,The Young and the Damned,"Drama, Crime",es,8.0,1,22,1950-12-09,476,Luis Buñuel,"Estela Inda, Miguel Inclán, Alfonso Mejía, Roberto Cobo, Alma Delia Fuentes",0.0,0.0
